Date,AGUAS-A.SN,ANDINA-B.SN,BCI.SN,BSANTANDER.SN,CAP.SN,CCU.SN,CENCOMALLS.SN,CENCOSUD.SN,CHILE.SN,CMPC.SN,COLBUN.SN,CONCHATORO.SN,COPEC.SN,ECL.SN,ENELAM.SN,ENELCHILE.SN,ENTEL.SN,FALABELLA.SN,IAM.SN,ITAUCL.SN,LTM.SN,MALLPLAZA.SN,ORO-BLANCO.SN,PARAUCO.SN,QUINENCO.SN,RIPLEY.SN,SMU.SN,SONDA.SN,SOQUICOM.SN,VAPORES.SN
2020-02-03,237.72068786621094,1487.0814208984375,20335.171875,31.224655151367188,3078.59619140625,5746.42919921875,1189.9517822265625,798.4378051757812,63.487369537353516,1792.8203125,118.8989028930664,1176.23388671875,7498.38427734375,1109.6923828125,156.68324279785156,62.8178596496582,2723.760009765625,3017.3310546875,542.0753784179688,16615.576171875,406.74664306640625,1350.833251953125,2.6936228275299072,1766.7391357421875,752.0358276367188,252.899169921875,90.05854034423828,478.6211242675781,133.93194580078125,23.715269088745117
2020-02-10,229.9068603515625,1468.321533203125,20131.03125,30.47698974609375,3362.402099609375,5571.30078125,1215.6077880859375,784.5519409179688,63.019290924072266,1848.491943359375,116.8706283569336,1172.0869140625,7688.34326171875,1144.48291015625,149.1840362548828,62.09397506713867,2766.867919921875,3002.505615234375,523.368408203125,16225.37890625,390.4701232910156,1395.0592041015625,2.6618669033050537,1794.7825927734375,768.3286743164062,251.0614776611328,90.6085433959961,504.71270751953125,133.93194580078125,24.612653732299805
2020-02-17,222.39353942871094,1453.890869140625,18856.1171875,29.5905818939209,3293.24755859375,5395.38916015625,1173.721923828125,783.780517578125,60.187400817871094,1712.6153564453125,114.23287200927734,1157.8697509765625,7238.43994140625,1117.790283203125,147.20425415039062,61.1287841796875,2700.972412109375,2870.11865234375,538.124267578125,15136.2529296875,382.77777099609375,1371.7432861328125,2.7066988945007324,1776.0867919921875,789.4168701171875,249.2238311767578,87.40557861328125,490.8876037597656,133.93194580078125,23.584400177001953
2020-02-24,210.3798065185547,1425.029296875,16965.44140625,28.12608528137207,3026.305419921875,4803.5458984375,1098.3133544921875,740.5800170898438,56.208717346191406,1556.923095703125,102.61275482177734,1146.2757568359375,6347.6318359375,1054.5076904296875,136.98536682128906,58.71580505371094,2308.01123046875,2585.0078125,502.7922058105469,12867.958984375,304.1263122558594,1285.9747314453125,2.518033027648926,1570.4345703125,777.537841796875,233.35562133789062,79.12960815429688,467.4609069824219,130.37416076660156,22.425277709960938
2020-03-02,200.60499572753906,1486.7930908203125,17860.998046875,28.44981575012207,3091.341552734375,4945.056640625,1103.62890625,750.1458129882812,59.134220123291016,1586.1744384765625,102.92249298095703,1057.1632080078125,6597.97802734375,1043.5107421875,145.99440002441406,57.91148376464844,2351.17333984375,2587.003662109375,495.5558776855469,14021.4013671875,296.2667541503906,1326.684814453125,2.1360323429107666,1596.51513671875,728.9859008789062,228.92189025878906,80.2361068725586,452.2225646972656,130.37416076660156,21.985933303833008
2020-03-09,176.56246948242188,1388.880615234375,16131.078125,26.06037139892578,2810.60791015625,4565.87060546875,946.0789184570312,655.7296142578125,54.227176666259766,1455.015380859375,96.91759490966797,982.0986938476562,5814.8466796875,953.5757446289062,123.98675537109375,55.09634017944336,2080.88818359375,2271.385498046875,456.6905517578125,12992.3076171875,227.42027282714844,1136.1802978515625,1.6718389987945557,1383.4781494140625,608.8323974609375,212.93701171875,73.76544189453125,419.9209289550781,127.48185729980469,21.397022247314453
2020-03-16,166.79518127441406,1147.239013671875,13767.0419921875,23.817373275756836,1830.1632080078125,4182.7744140625,722.9010620117188,479.0626525878906,54.2193717956543,1264.3157958984375,92.3115005493164,846.17919921875,4249.08447265625,949.7367553710938,103.78890991210938,44.157501220703125,1694.3072509765625,1644.1407470703125,438.99609375,8798.7509765625,115.74748992919922,839.1819458007812,1.2197887897491455,850.6334838867188,507.8544006347656,145.84727478027344,77.641357421875,336.9300537109375,127.48185729980469,13.170994758605957
2020-03-23,172.8133087158203,1269.8997802734375,15631.5703125,22.568696975708008,2091.615234375,4261.73974609375,847.6368408203125,590.149658203125,50.014442443847656,1556.923095703125,86.92609405517578,884.3544921875,4798.9658203125,914.24658203125,98.98941040039062,43.19230651855469,1833.71240234375,1511.0889892578125,430.49945068359375,9815.1591796875,125.41866302490234,897.471435546875,1.527071475982666,1025.4564208984375,496.72174072265625,132.72100830078125,75.05958557128906,347.4281005859375,136.38876342773438,14.975111961364746
2020-03-30,191.66416931152344,1327.694580078125,16353.576171875,27.208843231201172,2415.946044921875,4589.32568359375,968.6873779296875,681.1793212890625,62.32402801513672,1649.394775390625,108.90739440917969,983.4423217773438,5437.828125,964.7326049804688,118.09737396240234,49.699310302734375,2347.90234375,1832.3143310546875,468.734619140625,9990.9658203125,117.1131591796875,1146.2652587890625,1.5205334424972534,1187.267333984375,574.8297729492188,164.07818603515625,85.68438720703125,382.2734375,134.0141143798828,16.199668884277344
2020-04-06,187.08106994628906,1342.774658203125,16819.138671875,27.208843231201172,2601.44580078125,5011.51171875,1034.7408447265625,725.1512451171875,60.845985412597656,1529.653076171875,115.90145874023438,1006.2855834960938,5189.38134765625,989.7156372070312,135.78550720214844,52.683353424072266,2385.380615234375,1995.7779541015625,439.7041931152344,10248.244140625,158.36196899414062,1129.7037353515625,1.6176683902740479,1271.3043212890625,674.8214111328125,191.0380401611328,85.41908264160156,437.8564758300781,145.47640991210938,16.35858154296875
2020-04-13,195.34571838378906,1363.6993408203125,16413.12890625,25.281871795654297,2581.837158203125,5199.150390625,1042.4658203125,752.228759765625,58.3825798034668,1543.05224609375,116.15123748779297,1044.4990234375,5119.89599609375,1024.716064453125,136.48541259765625,52.683353424072266,2310.906494140625,2090.814697265625,463.07012939453125,10334.00390625,176.6452178955078,1017.7510375976562,1.5915160179138184,1289.9998779296875,653.84228515625,198.43247985839844,89.29501342773438,454.2636413574219,155.67333984375,16.545536041259766
2020-04-20,187.8323974609375,1237.5028076171875,15837.2314453125,23.886747360229492,2490.3291015625,4495.505859375,1031.197021484375,735.951416015625,55.590728759765625,1608.8203125,112.90399932861328,985.055908203125,5022.91796875,959.7339477539062,134.18565368652344,49.144325256347656,2337.7685546875,1972.0186767578125,444.66064453125,9433.5302734375,165.2794952392578,1061.421875,1.5784401893615723,1215.2171630859375,637.9307250976562,176.3876953125,85.29615783691406,408.0351867675781,153.142578125,17.910308837890625
2020-04-27,210.37228393554688,1438.73876953125,17851.7265625,27.632776260375977,2663.541015625,4798.69091796875,1048.915283203125,779.1519165039062,60.43541717529297,1698.3670654296875,122.39593505859375,1116.6798095703125,5216.8759765625,1029.91455078125,136.98536682128906,54.686126708984375,2707.6748046875,2166.844970703125,474.39190673828125,10132.4697265625,175.86483764648438,1112.124267578125,1.5784401893615723,1309.723876953125,665.0130615234375,189.60145568847656,93.71046447753906,413.3226318359375,159.40370178222656,18.695526123046875
2020-05-04,199.2676239013672,1399.7760009765625,16528.3125,26.636024475097656,2647.200439453125,4439.6689453125,999.304443359375,730.6285400390625,58.300472259521484,1618.2562255859375,115.00220489501953,1086.9583740234375,5098.90185546875,999.722900390625,131.78591918945312,47.86544418334961,2633.6826171875,2285.64111328125,481.4795837402344,9690.80859375,140.48562622070312,1218.4442138671875,1.620469570159912,1341.432373046875,680.97900390625,174.94378662109375,90.99956512451172,401.14349365234375,173.42135620117188,19.490081787109375
2020-05-11,182.219970703125,1370.9144287109375,15383.4228515625,24.86979103088379,2614.51904296875,4370.0078125,1005.361083984375,788.1292724609375,54.60537338256836,1585.7191162109375,106.11256408691406,1010.5316772460938,4768.9716796875,949.7367553710938,122.48690032958984,49.69126892089844,2590.788818359375,2033.943359375,456.6976013183594,8593.087890625,125.36292266845703,1077.8543701171875,1.4532854557037354,1223.762939453125,638.8026123046875,152.33746337890625,84.41304016113281,371.4976501464844,131.36013793945312,19.303125381469727
2020-05-18,188.65887451171875,1375.676513671875,15556.7705078125,25.35293197631836,3202.78515625,4310.02392578125,1140.8695068359375,773.3031616210938,54.9338264465332,1625.45654296875,119.67138671875,1052.99072265625,4928.97900390625,997.7034912109375,129.47616577148438,46.868080139160156,2640.6533203125,2064.291015625,449.5604248046875,8147.1396484375,117.33612060546875,1147.212158203125,1.5793745517730713,1325.429443359375,674.3466796875,160.11843872070312,92.03705596923828,396.1670227050781,126.90666961669922,19.275083541870117
2020-05-25,176.63758850097656,1386.0667724609375,15606.87109375,25.820228576660156,3402.142822265625,4629.13671875,987.4083251953125,729.6048583984375,55.84528350830078,1542.1968994140625,130.81222534179688,985.3414306640625,5048.955078125,944.7381591796875,116.487548828125,50.24955368041992,2820.266357421875,1785.4205322265625,467.3185119628906,7975.62109375,47.937801361083984,1049.7364501953125,1.6531593799591064,1270.8306884765625,642.7647705078125,160.4087371826172,90.36365509033203,392.876708984375,121.46617889404297,17.480308532714844
2020-06-01,206.6457061767578,1435.7432861328125,17200.38671875,28.829954147338867,3529.600341796875,4814.68505859375,1073.51025390625,816.2210693359375,63.23548889160156,1634.8231201171875,130.102783203125,1028.18212890625,5603.83984375,1029.91455078125,129.99085998535156,54.437713623046875,2985.058349609375,2230.578857421875,520.4229125976562,10033.845703125,87.58462524414062,1194.1689453125,1.7615023851394653,1341.432373046875,663.6134033203125,190.95547485351562,98.84445190429688,449.3527526855469,118.34323120117188,18.788997650146484
2020-06-08,206.9838104248047,1534.6339111328125,16583.021484375,27.48349952697754,3529.600341796875,4762.7001953125,1066.4010009765625,828.706298828125,62.31581115722656,1598.9647216796875,130.37255859375,1058.170654296875,5698.8193359375,1060.906005859375,129.6008758544922,50.51759719848633,3096.76318359375,2239.19482421875,495.53466796875,9930.9345703125,80.33238983154297,1266.8070068359375,1.6624999046325684,1299.0714111328125,646.5859985351562,188.03895568847656,100.03591918945312,425.66552734375,129.86526489257812,17.72335433959961
